strain	TE	absence_detection	presence_detection	combination	read_number_absence	left_match_length	left_match_id	polyAT_left	left_coverage	left_repeat	left_read_number_presence	left_filtered_read_number_presence	right_match_length	right_match_id	polyAT_right	right_coverage	right_repeat	right_read_number_presence	right_filtered_read_number_presence
SRR2033160	FBti0019184	absent	present	polymorphic	2	60	100.00(0/60)		15.92		8	8	60	100.00(0/60)		11.36		7	7
SRR2033160	FBti0062401	present	present	present	0	60	100.00(0/60)		25.04		21	21	60	100.00(0/60)		19.46		15	15
SRR2033160	FBti0061490		present	polymorphic		60	100.00(0/60)		10.17	DNAREP1_DSim	2	2	60	100.00(0/60)		12.38		4	4
SRR2033160	FBti0062647	present	present	present	0	60	100.00(0/60)		38.99		31	31	60	100.00(0/60)		39.07		33	33
SRR2033160	FBti0019613		present	polymorphic		60	100.00(0/60)		12.14	SAR_DM	3	3	60	100.00(0/60)		10.54	SAR2_DM	5	5
SRR2033160	FBti0019827		present	polymorphic		60	100.00(0/60)		18.32		5	5	60	100.00(0/60)		11.10	FB4_DM	10	10
SRR2033160	FBti0061979		present	polymorphic		60	100.00(0/60)		14.41	Gypsy-17_DRh-I	12	12	60	100.00(0/60)		17.61	DMCR1A	10	10
SRR2033160	FBti0060088	present	present	present	0	60	100.00(0/60)		27.39		23	23	60	100.00(0/60)		24.97		19	19
SRR2033160	FBti0060311	present	present	present	0	60	100.00(0/60)		15.91		9	9	60	100.00(0/60)	poly(A)4	23.02		18	18
SRR2033160	FBti0061664		present	polymorphic		60	100.00(0/60)		19.96		12	12	60	100.00(0/60)		20.00	DNAREP1_DSim	14	14
SRR2033160	FBti0059918	present	present	present	0	60	100.00(0/60)		44.95		24	24	60	100.00(0/60)		30.07		20	20
SRR2033160	FBti0061123		present	polymorphic		60	100.00(0/60)		23.12	Gypsy-26_DYa-LTR	9	9	60	100.00(0/60)		37.67		30	30
SRR2033160	FBti0061159	present	present	present	0	60	100.00(0/60)		34.52		26	26	60	98.33(1/60)		25.68		8	8
SRR2033160	FBti0019739		present	polymorphic		60	100.00(0/60)		28.32	DNAREP1_DSim	23	23	60	100.00(0/60)		44.22	DNAREP1_DM	31	31
SRR2033160	FBti0061360	present	present	present	0	60	100.00(0/60)		35.29		13	13	60	100.00(0/60)		32.19		19	19
SRR2033160	FBti0019076	absent	present	polymorphic	8	20	100.00(0/20)		5.88		1	1	60	100.00(0/60)		25.93	(TTAGCCT)n	11	11
SRR2033160	FBti0019369	absent	present	polymorphic	2	60	100.00(0/60)		3.24		1	1	60	100.00(0/60)		14.50		11	11
SRR2033160	FBti0063150		present	polymorphic		60	100.00(0/60)		24.54	Helitron-N1_DBi	10	10	60	100.00(0/60)		20.46		12	12
SRR2033160	FBti0060070	present	present	present	0	60	100.00(0/60)		16.76		11	11	60	100.00(0/60)		26.99		19	19
SRR2033160	FBti0018949		present	polymorphic		60	100.00(0/60)		14.96	DNAREP1_DSim	9	9	60	100.00(0/60)		4.04		2	2
SRR2033160	FBti0019050	absent	present	polymorphic	2	60	100.00(0/60)		6.66	(T)n	3	3	60	100.00(0/60)		5.52		2	2
SRR2033160	FBti0020385	absent	present	polymorphic	8	60	100.00(0/60)		11.97		10	10	60	100.00(0/60)		5.89		2	2
SRR2033160	FBti0019105	absent	present	polymorphic	5	60	100.00(0/60)		7.47	(AACGAA)n	7	7	60	100.00(0/60)		11.53	A-rich	4	4
SRR2033160	FBti0019068	present	present	present	0	60	100.00(0/60)		13.59		8	8	60	100.00(0/60)		7.67		6	6
SRR2033160	FBti0019179	absent	present	polymorphic	4	60	100.00(0/60)		21.41		15	15	60	100.00(0/60)		10.88		7	7
SRR2033160	FBti0062578	present	present	present	0	60	100.00(0/60)		17.68		10	10	60	100.00(0/60)		14.69		7	7
SRR2033160	FBti0019189	absent	absent	absent	8	0	0(0/0)		4.42		0	0	-1	0(0/0)		2.85		0	0
SRR2033160	FBti0020304		present	polymorphic		60	100.00(0/60)		18.94	Transib-8_DAn	11	11	60	100.00(0/60)		26.36	Bica_I	17	17
SRR2033160	FBti0020264		present	polymorphic		60	98.33(1/60)		14.89	Gypsy2_I	11	11	15	100.00(0/45)		0.28	FW_DM	0	0
SRR2033160	FBti0062344		present	polymorphic		60	100.00(0/60)		32.65		19	19	60	100.00(0/60)		32.07	BEL-2_DAn-I	16	16
SRR2033160	FBti0060328	present	present	present	0	60	100.00(0/60)		23.65		17	17	60	100.00(0/60)		21.11	hAT-2_DSe	9	9
SRR2033160	FBti0061506	present	present	present	0	60	100.00(0/60)		9.40		3	3	60	100.00(0/60)		8.63		2	2
SRR2033160	FBti0019508		present	polymorphic		60	100.00(0/60)		28.95	DNAREP1_DSim	21	21	60	98.33(1/60)		11.68		8	8
SRR2033160	FBti0019166	absent	present	polymorphic	11	60	100.00(0/60)		10.86		5	5	-17	0(0/0)		5.42		0	0
SRR2033160	FBti0062134	present	present	present	0	60	100.00(0/60)		12.62		6	6	60	100.00(0/60)		11.47		11	11
SRR2033160	FBti0060893	present	present	present	0	60	100.00(0/60)		13.39		13	13	60	100.00(0/60)		13.60		3	3
SRR2033160	FBti0019756	absent	present	polymorphic	3	60	100.00(0/60)		19.71		7	7	37	100.00(0/37)		13.32	(ATATAT)n	2	2
SRR2033160	FBti0059972		present	polymorphic		60	100.00(0/60)		21.34	Helena_Ds	11	11	60	100.00(0/60)		31.62	Helena_Ds	15	15
SRR2033160	FBti0018963	present	present	present	0	60	100.00(0/60)		11.53		4	4	60	100.00(0/60)		3.73	(TA)n	1	1
SRR2033160	FBti0020165	present	present	present	0	60	100.00(0/60)		23.93		17	17	60	100.00(0/60)		16.08		4	4
SRR2033160	FBti0061761	present	present	present	0	60	98.33(1/60)		10.90		7	7	60	100.00(0/60)		11.12	(GAATA)n	3	3
SRR2033160	FBti0064130	present	present	present	0	60	100.00(0/60)		20.24		10	10	60	100.00(0/60)		22.29		19	19
SRR2033160	FBti0019372	absent	present	polymorphic	1	60	100.00(0/60)		16.74		3	3	35	100.00(0/35)		11.72		2	2
SRR2033160	FBti0018985	absent	present	polymorphic	8	60	100.00(0/60)		19.33		8	8	56	100.00(0/57)		6.47		0	0
SRR2033160	FBti0063712	present	present	present	0	60	100.00(0/60)		26.19		20	20	60	100.00(0/60)		19.57		8	8
SRR2033160	FBti0061794		present	polymorphic		60	100.00(0/60)		23.41	Mariner-15_DK	16	16	60	100.00(0/60)		33.07	Mariner-15_DK	14	14
SRR2033160	FBti0018986	absent	present	polymorphic	2	60	100.00(0/60)		4.53		2	2	60	100.00(0/60)		15.27		11	11
SRR2033160	FBti0020031	absent	present	polymorphic	4	60	100.00(0/60)		15.61		3	3	60	100.00(0/60)		13.29		4	4
SRR2033160	FBti0019161	absent	absent	absent	13	-2	0(0/0)		4.07		0	0	-4	0(0/0)		4.33		0	0
SRR2033160	FBti0059868		present	polymorphic		60	100.00(0/60)		17.21	PROTOP	12	12	60	100.00(0/60)		4.30	PROTOP_B	2	2
SRR2033160	FBti0062414	present	present	present	0	60	98.33(1/60)		22.09		15	15	60	100.00(0/60)		20.61		18	18
SRR2033160	FBti0063556	present	present	present	0	60	100.00(0/60)		24.56	(TGTA)n	12	12	60	100.00(0/60)		23.34		13	13
SRR2033160	FBti0019366	absent	present	polymorphic	8	60	100.00(0/60)		11.85		4	4	60	100.00(0/60)		15.91		9	9
SRR2033160	FBti0019022	absent	present	polymorphic	10	60	100.00(0/60)		17.06		17	17	60	100.00(0/60)		13.02		9	9
SRR2033160	FBti0020219	present	present	present	0	60	100.00(0/60)		18.89		4	4	60	100.00(0/60)		10.50		1	1
SRR2033160	FBti0019462	absent	present	polymorphic	1	60	100.00(0/60)		12.81		3	3	60	100.00(0/60)		16.80		11	11
SRR2033160	FBti0063265		present	polymorphic		60	100.00(0/60)		20.54		10	10	60	98.33(1/60)		15.70	Helitron-N2_DBi	8	8
SRR2033160	FBti0061084	present	present	present	0	60	100.00(0/60)		19.97		19	19	60	100.00(0/60)		3.97		1	1
SRR2033160	FBti0020132	absent	present	polymorphic	16	60	100.00(0/60)		10.71		6	6	60	100.00(0/60)		25.55		9	9
SRR2033160	FBti0020019	absent	present	polymorphic	4	60	100.00(0/60)		17.11		8	8	60	100.00(0/60)		12.97		2	2
SRR2033160	FBti0061690		present	polymorphic		60	100.00(0/60)		16.16	Gypsy-1_DSim-I	8	8	60	100.00(0/60)		25.61	I-7_DBi	15	15
SRR2033160	FBti0064031	present	present	present	0	60	100.00(0/60)		27.29		15	15	60	100.00(0/60)		25.31		17	17
SRR2033160	FBti0060980	present	present	present	0	60	100.00(0/60)		21.16		9	9	60	100.00(0/60)		13.51		7	7
SRR2033160	FBti0060876		present	polymorphic		60	98.33(1/60)		18.83	DNAREP1_DSim	15	15	60	98.33(1/60)		15.86	DNAREP1_DYak	14	14
SRR2033160	FBti0019336	absent	present	polymorphic	8	60	100.00(0/60)		8.01		6	6	60	100.00(0/60)		13.45		5	5
SRR2033160	FBti0059820	present	present	present	0	60	100.00(0/60)		21.32		17	17	60	96.67(2/60)		25.96		24	24
SRR2033160	FBti0019211	present	present	present	0	60	100.00(0/60)		17.89		9	9	60	100.00(0/60)		18.96		9	9
SRR2033160	FBti0018958	absent	present	polymorphic	7	60	100.00(0/60)		18.23		7	7	60	100.00(0/60)		8.68		4	4
SRR2033160	FBti0020283	present	present	present	0	60	100.00(0/60)		9.90		7	7	60	100.00(0/60)		16.62		7	7
SRR2033160	FBti0019744	present	present	present	0	60	100.00(0/60)		16.66		12	12	60	100.00(0/60)		22.48		10	10
SRR2033160	FBti0020290	present	present	present	0	60	100.00(0/60)		9.20		4	4	60	100.00(0/60)		11.04		6	6
SRR2033160	FBti0019757	absent	present	polymorphic	4	60	100.00(0/60)		18.64		13	13	60	100.00(0/60)		8.16		5	5
SRR2033160	FBti0060734		present	polymorphic		60	98.33(1/60)		21.81		14	14	60	98.33(1/60)		8.75	P-1_DY	8	8
SRR2033160	FBti0019537		absent	no_data		-1	0(0/0)		3.93	(ATAT)n	0	0	-21	0(0/0)		6.45		0	0
SRR2033160	FBti0059677	present	present	present	0	60	100.00(0/60)		25.86		19	19	60	100.00(0/60)		29.12		14	14
SRR2033160	FBti0059998		present	polymorphic		60	100.00(0/60)		13.16	SAR2_DM	12	12	60	100.00(0/60)		18.33		14	14
SRR2033160	FBti0061655	present	present	present	0	60	100.00(0/60)		29.96		17	17	60	100.00(0/60)		32.66		28	28
SRR2033160	FBti0019586		present	polymorphic		60	100.00(0/60)		3.87	A-rich	1	1	60	100.00(0/60)		6.59	(TTTGTT)n	4	4
SRR2033160	FBti0019594	present	present	present	0	60	100.00(0/60)		20.87		15	15	60	100.00(0/60)		18.38		8	8
SRR2033160	FBti0060896	present	present	present	0	60	100.00(0/60)		34.04		21	21	60	96.67(2/60)		29.29	(CA)n	21	21
SRR2033160	FBti0019141	absent	present	polymorphic	1	52	100.00(0/52)	poly(A)4	4.16		0	0	60	100.00(0/60)		13.99		2	2
SRR2033160	FBti0018865	absent	present	polymorphic	5	60	100.00(0/60)		8.26		6	6	60	100.00(0/60)		14.68		9	9
SRR2033160	FBti0019035	present	present	present	0	60	98.33(1/60)		13.56		7	7	60	100.00(0/60)		22.30		10	10
SRR2033160	FBti0019485	present	present	present	0	60	100.00(0/60)		25.07	Harbinger1_DYa	6	6	60	100.00(0/60)		27.57		21	21
SRR2033160	FBti0020071	absent	absent	absent	6	-1	0(0/0)		5.56		0	0	-11	0(0/0)		2.61		0	0
SRR2033160	FBti0061970	present	present	present	0	60	100.00(0/60)		14.36	FB4_DM	12	12	60	100.00(0/60)		12.33	(TATA)n	5	5
SRR2033160	FBti0019235	present	present	present	0	60	100.00(0/60)		24.90		16	16	60	98.33(1/60)		24.28		13	13
SRR2033160	FBti0019903		present	polymorphic		60	98.33(1/60)		18.93	Gypsy-33_DEl-I	6	6	60	100.00(0/60)		4.73	Gypsy-1_DSim-LTR	0	0
SRR2033160	FBti0020110	absent	present	polymorphic	6	60	100.00(0/60)		13.97		9	9	60	100.00(0/60)		13.56		6	6
SRR2033160	FBti0019129	absent	absent	absent	9	-14	0(0/0)		3.24		0	0	-4	0(0/0)		4.08		0	0
SRR2033160	FBti0019731	present	present	present	0	60	100.00(0/60)		9.38		2	2	60	100.00(0/60)		29.10	TRANSIB2	21	21
SRR2033160	FBti0018874	absent	present	polymorphic	9	60	100.00(0/60)		20.70		22	22	60	100.00(0/60)		17.32		6	6
SRR2033160	FBti0019164	absent	present	polymorphic	1	60	100.00(0/60)		14.68		11	11	60	100.00(0/60)		7.33		5	5
SRR2033160	FBti0061551	present	present	present	0	60	100.00(0/60)		4.74		1	1	60	100.00(0/60)		5.96	(TTTG)n	3	3
SRR2033160	FBti0063964		present	polymorphic		60	100.00(0/60)		40.34	Jockey	27	27	60	100.00(0/60)		17.77		16	16
SRR2033160	FBti0019156	absent	present	polymorphic	9	60	100.00(0/60)		13.34		5	5	60	100.00(0/60)		10.09		3	3
SRR2033160	FBti0020018	present	present	present	0	60	100.00(0/60)		16.09		7	7	60	100.00(0/60)		22.41		10	10
SRR2033160	FBti0019188	absent	present	polymorphic	7	60	100.00(0/60)		11.47		3	3	60	100.00(0/60)		13.09		9	9
SRR2033160	FBti0060292	present	present	present	0	60	100.00(0/60)		27.62		19	19	60	100.00(0/60)		28.23		19	19
SRR2033160	FBti0061006	present	present	present	0	60	100.00(0/60)		20.61		12	12	60	100.00(0/60)		31.06		25	25
SRR2033160	FBti0062964		present	polymorphic		60	100.00(0/60)		19.56	Transib-1_DRh	12	12	60	100.00(0/60)		18.49	I-1_DWi	7	7
SRR2033160	FBti0062516		present	polymorphic		60	100.00(0/60)		34.83	hAT-2_DK	24	24	60	100.00(0/60)		29.47	Gypsy8_I	14	14
SRR2033160	FBti0062443	present	present	present	0	60	100.00(0/60)		24.14	Transib-7_DRh	17	17	60	100.00(0/60)		39.31		28	28
SRR2033160	FBti0019547	absent	present	polymorphic	4	60	100.00(0/60)		8.30	(AAACAG)n	5	5	60	100.00(0/60)		13.08		9	9
SRR2033160	FBti0019112	present	present	present	0	60	100.00(0/60)		21.94		8	8	60	100.00(0/60)		23.43		10	10
SRR2033160	FBti0019248	present	present	present	0	60	98.33(1/60)		31.08		23	23	60	100.00(0/60)		34.21	R1_DSe	22	22
SRR2033160	FBti0060641		present	polymorphic		60	100.00(0/60)		24.00	Gypsy-2_DAn-I	16	16	60	100.00(0/60)		34.89	Gypsy-25_DEl-I	22	22
SRR2033160	FBti0019453	absent	present	polymorphic	2	60	100.00(0/60)		7.46		3	3	60	100.00(0/60)		7.15		2	2
SRR2033160	FBti0061875		present	polymorphic		60	100.00(0/60)		24.09		13	13	60	100.00(0/60)		15.57	(ATT)n	13	13
SRR2033160	FBti0020060	absent	present	polymorphic	5	60	100.00(0/60)		14.46		9	9	3	100.00(0/3)		4.16		0	0
SRR2033160	FBti0062423	present	present	present	0	60	100.00(0/60)		13.13		5	5	60	96.67(2/60)		21.43		7	7
SRR2033160	FBti0062853	present	present	present	0	60	100.00(0/60)		14.32		11	11	60	100.00(0/60)		24.26		16	16
SRR2033160	FBti0063885	present	present	present	0	60	100.00(0/60)		15.46		14	14	60	100.00(0/60)		16.98		6	6
SRR2033160	FBti0020278	present	present	present	0	60	100.00(0/60)		25.57		17	17	60	100.00(0/60)		18.64		3	3
SRR2033160	FBti0019465	absent	present	polymorphic	1	60	100.00(0/60)		20.09		12	12	60	100.00(0/60)		11.89		4	4
SRR2033160	FBti0019395	absent	present	polymorphic	5	60	100.00(0/60)		10.39		4	4	60	100.00(0/60)		23.22		9	9
SRR2033160	FBti0020101		present	polymorphic		60	100.00(0/60)		5.83	Jockey-1_DYa	4	4	60	100.00(0/60)	poly(A)17	7.37		0	0
SRR2033160	FBti0061988	present	present	present	0	60	98.33(1/60)		31.98	Gypsy-26_DYa-I	29	29	60	100.00(0/60)		26.74		26	26
SRR2033160	FBti0060392		present	polymorphic		60	100.00(0/60)		14.21	BEL-6_DRh-I	10	10	60	100.00(0/60)		7.86	I-6_DY	2	2
SRR2033160	FBti0060149	present	present	present	0	60	100.00(0/60)		10.80		3	3	60	100.00(0/60)		21.11		15	15
SRR2033160	FBti0019201	absent	present	polymorphic	5	60	100.00(0/60)		10.69		4	4	60	100.00(0/60)		19.82		9	9
SRR2033160	FBti0019125	absent	present	polymorphic	5	9	100.00(0/9)		2.69		0	0	60	100.00(0/60)		14.41		5	5
SRR2033160	FBti0019131	absent	present	polymorphic	11	60	100.00(0/60)		13.26		1	1	60	100.00(0/60)		22.99		16	16
SRR2033160	FBti0061962	present	present	present	0	60	100.00(0/60)		34.51		10	10	60	100.00(0/60)		31.68		26	26
SRR2033160	FBti0062011		present	polymorphic		60	100.00(0/60)		28.76		16	16	60	100.00(0/60)		34.38	CR1-3_DPer	21	21
SRR2033160	FBti0019750	absent	present	polymorphic	4	60	100.00(0/60)		10.03	(GT)n	6	6	40	100.00(0/40)		6.88	(AT)n	1	1
SRR2033160	FBti0064116	present	present	present	0	60	100.00(0/60)		5.23	(TATA)n	0	0	60	100.00(0/60)		17.11		9	9
SRR2033160	FBti0060368	present	present	present	0	60	100.00(0/60)		14.90		12	12	60	100.00(0/60)		16.16		9	9
SRR2033160	FBti0061094		present	polymorphic		60	98.33(1/60)		33.85		16	16	60	100.00(0/60)		25.38	DNAREP1_DSim	15	15
SRR2033160	FBti0060031		present	polymorphic		60	100.00(0/60)		14.53	R1-3_DTa	8	8	60	100.00(0/60)		17.51	R1-5B_DK	13	13
SRR2033160	FBti0019324	present	present	present	0	60	100.00(0/60)	poly(A)9	8.04		3	3	60	96.67(2/60)		21.06		10	10
SRR2033160	FBti0019588	absent	absent	absent	3	0	0(0/0)		1.56		0	0	-1	0(0/0)		5.29		0	0
SRR2033160	FBti0061772	present	present	present	0	60	100.00(0/60)		26.84		19	19	60	100.00(0/60)		23.27		15	15
SRR2033160	FBti0063063	present	present	present	0	60	100.00(0/60)		37.51		32	32	60	100.00(0/60)		40.71		28	28
SRR2033160	FBti0063818	present	present	present	0	60	100.00(0/60)		24.43		12	12	60	100.00(0/60)		21.44		18	18
SRR2033160	FBti0019177	absent	present	polymorphic	5	60	100.00(0/60)		5.63		0	0	60	100.00(0/60)		7.80		5	5
SRR2033160	FBti0019238	absent	present	polymorphic	7	60	100.00(0/60)		11.43		8	8	60	100.00(0/60)		19.31		6	6
SRR2033160	FBti0020044	absent	present	polymorphic	9	60	100.00(0/60)		7.26		1	1	60	100.00(0/60)		18.24		6	6
SRR2033160	FBti0020090	absent	present	polymorphic	3	60	100.00(0/60)		23.82		9	9	60	100.00(0/60)		14.04		4	4
SRR2033160	FBti0019549	absent	present	polymorphic	3	60	100.00(0/60)		12.20		3	3	60	100.00(0/60)		13.43		4	4
SRR2033160	FBti0019031		present	polymorphic		60	100.00(0/60)		11.26		4	4	60	100.00(0/60)		13.25	(CGATTC)n	6	6
SRR2033160	FBti0020302	present	present	present	0	60	100.00(0/60)		21.81		12	12	60	100.00(0/60)		24.90		9	9
SRR2033160	FBti0019111	absent	absent	absent	4	1	100.00(0/1)		2.88		0	0	-1	0(0/0)		9.69		0	0
SRR2033160	FBti0063536	present	present	present	0	60	100.00(0/60)		13.78		11	11	60	100.00(0/60)		15.49		6	6
SRR2033160	FBti0061807		present	polymorphic		60	100.00(0/60)		33.96	Gypsy-1_DSim-I	30	30	60	100.00(0/60)		32.70		12	12
SRR2033160	FBti0019658	present	present	present	0	60	100.00(0/60)		7.57		3	3	60	100.00(0/60)		16.78		9	9
SRR2033160	FBti0020117	present	present	present	0	60	100.00(0/60)		33.17		23	23	60	100.00(0/60)		16.31		16	16
SRR2033160	FBti0059653	present	present	present	0	60	100.00(0/60)		17.68		9	9	60	98.33(1/60)		18.02		18	18
SRR2033160	FBti0060059		present	polymorphic		60	100.00(0/60)		28.61	Gypsy-15_DEl-I	22	22	60	100.00(0/60)		12.40	A-rich	5	5
SRR2033160	FBti0020230	present	present	present	0	60	100.00(0/60)		30.99		23	23	60	100.00(0/60)		32.77		26	26
SRR2033160	FBti0061316		present	polymorphic		60	100.00(0/60)		13.41	DNAREP1_DM	4	4	60	100.00(0/60)		14.09		8	8
SRR2033160	FBti0059863		present	polymorphic		60	96.67(2/60)		13.25		8	8	60	100.00(0/60)		11.45	Mariner-4_DRh	11	11
SRR2033160	FBti0062391		present	polymorphic		60	100.00(0/60)		27.61	Outcast-1_DEl	15	15	60	100.00(0/60)		25.93	hAT-2_DY	14	14
SRR2033160	FBti0062031	present	present	present	0	60	100.00(0/60)		16.18		9	9	60	100.00(0/60)		16.67	(TC)n	5	5
SRR2033160	FBti0061743		present	polymorphic		60	96.67(2/60)		49.83	BEL-4_DFi-I	33	33	60	100.00(0/60)		18.84	PROTOP_B	9	9
SRR2033160	FBti0019083	present	present	present	0	60	100.00(0/60)		7.67		6	6	60	100.00(0/60)		8.75		8	8
SRR2033160	FBti0020198	present	present	present	0	60	100.00(0/60)		19.34		7	7	60	100.00(0/60)		26.29		16	16
SRR2033160	FBti0019570	absent	present	polymorphic	7	60	100.00(0/60)		4.98		1	1	60	100.00(0/60)		11.60	(CA)n	5	5
SRR2033160	FBti0060591		present	polymorphic		60	100.00(0/60)		2.27	(ATA)n	2	2	60	100.00(0/60)		8.64	Gypsy-1_DSim-LTR	4	4
SRR2033160	FBti0061511		present	polymorphic		60	100.00(0/60)		24.96	DNAREP1_DSim	13	13	60	96.67(2/60)		19.84		9	9
SRR2033160	FBti0020419		present	polymorphic		60	100.00(0/60)		9.24	DNAREP1_DSim	5	5	60	100.00(0/60)		18.04		12	12
SRR2033160	FBti0061596	present	present	present	0	60	100.00(0/60)		21.38		14	14	60	100.00(0/60)		22.18		11	11
SRR2033160	FBti0019578	absent	present	polymorphic	3	60	100.00(0/60)		13.25		4	4	60	100.00(0/60)		6.96		3	3
SRR2033160	FBti0019223		present	polymorphic		60	100.00(0/60)		17.07	DNAREP1_DSim	16	16	60	100.00(0/60)		27.79	DNAREP1_DSim	24	24
SRR2033160	FBti0063031	present	present	present	0	60	100.00(0/60)		16.94		10	10	60	100.00(0/60)		21.11		14	14
SRR2033160	FBti0062093	present	present	present	0	60	100.00(0/60)		28.95		20	20	60	100.00(0/60)		15.06		9	9
SRR2033160	FBti0064183		present	polymorphic		60	100.00(0/60)		29.01	BEL2-I_Dya	20	20	60	100.00(0/60)		22.68	Gypsy-8_DEl-I	16	16
SRR2033160	FBti0063434		present	polymorphic		60	100.00(0/60)		22.00		15	15	60	100.00(0/60)		25.79	DNAREP1_DSim	24	24
SRR2033160	FBti0019276	present	present	present	0	60	100.00(0/60)		14.01		8	8	60	100.00(0/60)		14.49	(TTTA)n	8	8
SRR2033160	FBti0020218	absent	present	polymorphic	2	60	100.00(0/60)		14.59		6	6	60	100.00(0/60)		9.82		6	6
SRR2033160	FBti0019585	absent	present	polymorphic	6	60	100.00(0/60)		16.31		5	5	60	100.00(0/60)		20.59		9	9
SRR2033160	FBti0063308	present	present	present	0	60	100.00(0/60)		28.53		21	21	60	100.00(0/60)		25.98		20	20
SRR2033160	FBti0059657	present	present	present	0	60	96.67(2/60)		19.21		12	12	60	100.00(0/60)		23.28	(ATTCT)n	10	10
SRR2033160	FBti0019783		present	polymorphic		60	96.67(2/60)	poly(A)6	14.79	Mariner-6_DBi	8	8	60	100.00(0/60)		31.87		27	27
SRR2033160	FBti0019738	present	present	present	0	60	100.00(0/60)		15.71		10	10	60	100.00(0/60)		23.41		12	12
SRR2033160	FBti0061102	present	present	present	0	60	98.33(1/60)		37.84		26	26	60	98.33(1/60)		33.00		24	24
SRR2033160	FBti0019330	present	present	present	0	60	100.00(0/60)		17.81		14	14	60	100.00(0/60)		22.49		17	17
SRR2033160	FBti0063443	present	present	present	0	60	100.00(0/60)		13.61		3	3	60	100.00(0/60)		25.78		18	18
SRR2033160	FBti0019084	absent	present	polymorphic	5	-7	0(0/0)	poly(A)9	2.67		0	0	60	100.00(0/60)		16.18		5	5
SRR2033160	FBti0019007	present	present	present	0	60	100.00(0/60)		30.39		28	28	60	100.00(0/60)		25.73		24	24
SRR2033160	FBti0019531	absent	absent	absent	22	-15	0(0/0)		4.16	(ATATAA)n	0	0	-1	0(0/0)		6.37		0	0
SRR2033160	FBti0019539	absent	present	polymorphic	5	60	100.00(0/60)		19.32		8	8	60	100.00(0/60)		18.99	(GTATCC)n	6	6
SRR2033160	FBti0019039		present	polymorphic		60	100.00(0/60)		21.52	Gypsy-24_DYa-I	8	8	60	100.00(0/60)		11.96		5	5
SRR2033160	FBti0063087	present	present	present	0	60	100.00(0/60)		14.36		8	8	60	100.00(0/60)		24.64		15	15
SRR2033160	FBti0019364	absent	present	polymorphic	10	60	100.00(0/60)		9.58		5	5	60	100.00(0/60)		7.78		4	4
SRR2033160	FBti0019564		absent	no_data		10	100.00(0/10)		6.23		0	0	-30	0(0/0)		1.17	(TAT)n	0	0
SRR2033160	FBti0020045	present	present	present	0	60	100.00(0/60)		5.99	(T)n	3	3	60	100.00(0/60)		10.57		7	7
SRR2033160	FBti0018866	absent	present	polymorphic	4	60	100.00(0/60)		15.74		7	7	60	100.00(0/60)		11.19		5	5
SRR2033160	FBti0063191	present	present	present	0	60	100.00(0/60)		18.12	Gypsy12A_LTR	10	10	60	100.00(0/60)		19.44		11	11
SRR2033160	FBti0062309	present	present	present	0	60	98.33(1/60)		11.62		5	5	60	98.33(1/60)		18.59		14	14
SRR2033160	FBti0063800		present	polymorphic		60	100.00(0/60)		15.74	Helitron-N1_DBi	10	10	60	100.00(0/60)		11.51		7	7
SRR2033160	FBti0020203	absent	present	polymorphic	4	60	100.00(0/60)		19.51		6	6	60	100.00(0/60)		15.72		6	6
SRR2033160	FBti0063675	present	present	present	0	60	100.00(0/60)		25.33		20	20	60	100.00(0/60)		21.90		11	11
SRR2033160	FBti0019655	present	present	present	0	60	100.00(0/60)		23.91	DNAREP1_DSim	16	16	60	100.00(0/60)		25.14		16	16
SRR2033160	FBti0019839		present	polymorphic		60	100.00(0/60)		27.99	Gypsy12A_LTR	26	26	60	100.00(0/60)		24.11	Gypsy12A_LTR	15	15
SRR2033160	FBti0060027		present	polymorphic		60	100.00(0/60)		26.67	Gypsy16-I_Dya	21	21	60	100.00(0/60)		19.50	DNAREP1_DM	6	6
SRR2033160	FBti0061129	present	present	present	0	60	100.00(0/60)		20.83		13	13	60	100.00(0/60)		12.74		6	6
SRR2033160	FBti0060359		present	polymorphic		60	100.00(0/60)		20.05	Gypsy-4_DSe-I	12	12	60	100.00(0/60)		20.76	Gypsy-4_DSe-I	17	17
SRR2033160	FBti0064083	present	present	present	0	60	100.00(0/60)		21.01		20	20	60	100.00(0/60)		20.54	(ATTTTAG)n	7	7
